Artists1,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Nate Traveller,Born Erased,Passive Aggressive,49,108069,True,0.864,0.556,5,-7.323,0,0.0618,0.508,0.0,0.193,0.598,133.096,4,chill
Adam Turley,COLOR,I See You,50,180902,False,0.649,0.517,2,-8.016,1,0.0334,0.176,1.2e-05,0.171,0.456,144.89,4,chill
Jimmy Brown,Irene,Irene,59,199672,False,0.877,0.5,1,-5.54,1,0.0578,0.744,0.0,0.108,0.412,121.966,3,chill
Kochetkovv,When Have I Fallen,When Have I Fallen,54,123876,False,0.714,0.111,11,-19.202,1,0.074,0.864,0.925,0.121,0.268,123.987,4,chill
Finlep,Hitchhiking,Hitchhiking,51,178445,False,0.512,0.0529,3,-19.642,1,0.0819,0.994,0.968,0.11,0.261,145.243,3,chill
Zmeyev,Feelin' Good,Feelin' Good,55,132000,False,0.674,0.292,5,-13.884,0,0.0833,0.857,0.927,0.108,0.581,80.002,4,chill
Tenno,Legends of the Past,Torii Road,49,128571,False,0.782,0.492,3,-12.049,0,0.0537,0.665,0.786,0.203,0.137,140.115,4,chill
dyl dion,cannot be bothered,cannot be bothered,57,154285,False,0.741,0.645,6,-5.997,1,0.0423,0.469,6.95e-05,0.121,0.546,139.972,4,chill
Sarcastic Sounds,College Music Presents: Lift Off,Rain on Me,52,103374,False,0.718,0.385,3,-11.405,0,0.398,0.963,0.000156,0.32,0.466,112.361,4,chill
Danny G,Tell Me Why (feat. Shiloh Dynasty),Tell Me Why (feat. Shiloh Dynasty),58,161016,True,0.77,0.621,1,-7.635,1,0.454,0.447,0.0,0.158,0.301,126.289,4,chill
Holem,In My Feelings,Black Shirt,52,72000,False,0.876,0.149,7,-22.986,1,0.143,0.827,0.775,0.19,0.212,109.975,4,chill
Dylan Sitts,For The Record (Dylan Sitts Remix),For The Record (Dylan Sitts Remix),48,141369,True,0.866,0.407,9,-10.237,1,0.149,0.106,0.0011,0.497,0.305,145.971,4,chill
Sivarni,Little Do You Know?,Little Do You Know?,57,148009,True,0.824,0.467,6,-11.557,1,0.231,0.279,0.0,0.103,0.559,146.072,4,chill
Zachary Knowles,feelings,blue bird,51,221076,False,0.597,0.266,3,-8.973,1,0.028,0.805,0.0,0.128,0.352,129.981,4,chill
fenekot,Dancing with Your Ghost,Dancing With Your Ghost (Slowed + Reverb),45,148000,False,0.608,0.522,7,-11.488,1,0.132,0.955,0.93,0.135,0.152,110.646,4,chill
me7k,I Know You so Well,I Know You so Well,53,175693,False,0.682,0.186,7,-13.673,1,0.0821,0.799,0.697,0.0924,0.074,133.438,4,chill
DaniSogen,The Gate to Serenity,Devotion,57,144406,False,0.389,0.178,6,-19.052,0,0.0339,0.806,0.956,0.819,0.0651,117.983,4,chill
Tenno,Mind Temple,Gatekeeper of Thoughts,58,142857,False,0.467,0.274,5,-15.183,0,0.0322,0.854,0.905,0.176,0.0396,126.077,4,chill
Jayla Darden,"Ideas, Vol. 2",Idea 686,53,163235,False,0.712,0.347,0,-10.363,0,0.041,0.378,0.0212,0.111,0.5,135.975,4,chill
Hisohkah,School Rooftop,School Rooftop,63,167967,False,0.85,0.28,1,-8.77,1,0.23,0.0931,0.606,0.0867,0.28,82.872,4,chill
Christian Kuria,Borderline,Losing You,59,248069,True,0.674,0.455,0,-7.835,0,0.036,0.46,0.00196,0.176,0.885,80.023,4,chill
Souly Had,B.L.I.S.S.,Crush,59,159813,False,0.756,0.517,0,-8.122,1,0.0996,0.341,2.68e-05,0.103,0.267,110.064,1,chill
Kid Travis,Fall In Lust,Fall In Lust,1,178000,False,0.736,0.436,6,-8.053,1,0.0394,0.364,0.0,0.161,0.21,120.008,4,chill
Kid Travis,Sad!,Sad!,50,150447,True,0.703,0.51,5,-11.896,0,0.0942,0.214,0.0,0.0802,0.698,134.009,4,chill
GSoul,Natural,Natural,56,144960,False,0.515,0.321,4,-9.851,0,0.0742,0.841,5.75e-05,0.338,0.242,153.024,4,chill
demxntia,compilation I,ocean of stars,44,237466,False,0.629,0.714,5,-9.183,0,0.209,0.515,0.000129,0.109,0.596,159.952,4,chill
slchld,camellia,camellia,59,151211,False,0.714,0.56,10,-4.742,1,0.0662,0.479,0.0,0.157,0.945,109.934,4,chill
ODESZA,A Moment Apart,Late Night,59,228154,False,0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,4,chill
Anthony Russo,Nobody To Love,Nobody To Love,49,213193,True,0.687,0.478,7,-7.286,1,0.149,0.48,6.82e-06,0.456,0.494,137.852,4,chill
Ondi Vil,Scars,Scars,52,96190,False,0.475,0.395,7,-15.182,0,0.265,0.872,0.86,0.0926,0.202,173.946,3,chill
Belfa,Late Night Thoughts,Late Night Thoughts,48,146864,False,0.752,0.129,7,-16.94,0,0.0531,0.845,0.0529,0.0938,0.207,118.022,4,chill
omarr,Lonely,Was I Not Good Enough?,50,145669,False,0.642,0.251,1,-13.259,1,0.0633,0.943,0.0013,0.265,0.111,127.024,4,chill
Verzache,Juvenescence,Juvenescence,55,150167,False,0.837,0.36,2,-8.864,1,0.0516,0.773,0.174,0.132,0.457,89.529,4,chill
Unknown Mortal Orchestra,Sex & Food,Hunnybee,65,268333,False,0.956,0.377,6,-7.965,1,0.0804,0.566,0.414,0.313,0.566,119.993,4,chill
nilöwh.,stay with me,stay with me,50,97586,False,0.664,0.258,3,-10.975,1,0.0485,0.935,0.479,0.108,0.358,86.997,4,chill
Addict.,Leave Me Alone,Leave Me Alone,42,135312,False,0.485,0.245,2,-12.661,0,0.0677,0.782,1.59e-06,0.11,0.178,98.54,4,chill
wave to earth,summer flows 0.02,seasons,60,256000,False,0.354,0.277,7,-10.62,1,0.0271,0.782,0.0585,0.218,0.163,60.037,4,chill
iamalex,Silk,Kiss Me,55,171940,False,0.67,0.242,3,-17.378,1,0.0544,0.912,0.33,0.0796,0.135,134.081,4,chill
OKAY! KENJI,IF I DIE ALONE EP,THESE DAYS,46,187941,False,0.871,0.481,10,-5.898,1,0.034,0.221,9.55e-05,0.107,0.732,135.973,4,chill
Jeremy Passion,For More Than a Feeling,Lemonade - Ukulele Version,64,181504,False,0.546,0.221,2,-8.915,1,0.063,0.868,0.0,0.0994,0.593,128.144,4,chill
Timmies,Misspoken,Girl How Will I Love You,48,99942,False,0.705,0.259,1,-8.796,1,0.374,0.398,5.63e-05,0.0571,0.502,172.476,4,chill
joan,i loved you first,i loved you first,53,227067,False,0.556,0.276,0,-9.603,1,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,4,chill
yaeow,"why am i here, i feel so alone","why am i here, i feel so alone",45,167441,False,0.79,0.303,2,-14.461,1,0.0342,0.628,0.00412,0.259,0.558,128.99,4,chill
Kochetkovv,In My Heart,In My Heart,47,123877,False,0.565,0.218,3,-15.919,0,0.0679,0.927,0.848,0.0902,0.175,186.131,4,chill
MKAY,Frozen Gold,Frozen Gold,65,138110,True,0.88,0.309,11,-17.457,0,0.394,0.252,0.0,0.0804,0.592,139.991,4,chill
Luke Chiang,Used to Me,Used to Me,59,179544,False,0.797,0.512,5,-7.315,0,0.143,0.318,8.98e-06,0.352,0.691,100.029,4,chill
Oatmello,Lucid Dream,Lucid Dream,53,125384,False,0.801,0.335,2,-14.452,1,0.3,0.73,0.737,0.102,0.0388,77.998,4,chill
Gareth.T,to be honest,boyfriend material,59,150298,True,0.794,0.454,4,-7.848,1,0.0477,0.445,0.0,0.127,0.913,144.926,4,chill
Adam Turley,The Problem,The Problem,47,203954,False,0.697,0.461,0,-6.817,1,0.0297,0.154,0.0,0.145,0.501,98.021,4,chill
keshi,GABRIEL,MILLI,56,135158,False,0.667,0.5,2,-9.837,0,0.0748,0.587,4.31e-06,0.0784,0.42,80.951,4,chill
Oatmello,Dove,Good Night,51,157377,False,0.533,0.165,2,-14.879,1,0.0396,0.929,0.937,0.105,0.189,122.064,4,chill
Ethan Dufault,What If,View,47,207761,False,0.551,0.687,1,-6.551,0,0.0468,0.00808,0.0,0.379,0.23,160.137,4,chill
JUNNY,blanc,Not About You,54,236396,False,0.7,0.595,3,-7.066,1,0.0351,0.0996,0.0,0.0788,0.354,113.022,4,chill
SwitchOTR,Gone,Gone,54,156057,False,0.706,0.686,7,-9.129,0,0.0835,0.0852,1.63e-05,0.187,0.52,142.021,4,chill
itssvd,Start All Over Again,Start All Over Again,46,134794,False,0.39,0.202,3,-21.285,1,0.0657,0.88,0.00461,0.376,0.257,145.953,4,chill
JUNNY,The Witch's Diner (Original Television Soundtrack) Pt.2,Alone,43,226960,False,0.4,0.286,9,-10.577,1,0.0332,0.757,1.87e-06,0.107,0.174,68.499,4,chill
KAYDEN,glad we broke up!,glad we broke up!,46,201882,False,0.541,0.645,1,-7.855,1,0.031,0.00947,0.0235,0.112,0.608,169.956,4,chill
Ely Waves,I wish I could feel nothing,I wish I could feel nothing,42,157101,True,0.646,0.446,11,-13.238,0,0.278,0.225,0.0,0.154,0.105,82.098,4,chill
Fiji Blue,Reasons You Should Care,Reasons You Should Care,51,161347,False,0.905,0.639,1,-5.843,0,0.0429,0.0853,2.51e-05,0.0532,0.962,122.904,4,chill
Rnla,i still miss u,i still miss u,35,196000,False,0.635,0.385,3,-9.99,1,0.0439,0.625,0.0,0.771,0.0995,60.042,4,chill
Elton Baptiste,Cuddle,Cuddle,52,139480,False,0.728,0.234,7,-22.589,1,0.0464,0.906,0.955,0.0687,0.336,154.013,4,chill
Purrple Cat,2 Am. Study Session,Midnight Snack,55,188010,False,0.763,0.236,9,-11.516,0,0.0568,0.615,0.845,0.082,0.273,119.989,4,chill
fenekot,Be Alright,Be Alright (Slowed +Reverb),47,109500,False,0.62,0.361,8,-10.407,1,0.0339,0.958,0.184,0.394,0.266,110.638,4,chill
Tom Odell,Long Way Down (Deluxe),Grow Old with Me,59,182720,True,0.505,0.591,7,-8.397,1,0.0302,0.799,2.46e-06,0.174,0.39,146.174,4,chill
Dreamer Boy,Mega Hits Autumn/Fall 2022,ARE YOU LETTING GO?,1,205927,False,0.559,0.737,3,-6.487,0,0.0298,0.331,1.98e-05,0.163,0.145,127.038,4,chill
Yo Trane,Waves,Waves,35,209266,True,0.655,0.364,5,-12.275,0,0.0826,0.2,0.00126,0.108,0.179,97.295,4,chill
Hashir,MOUNTAIN MAN,MOUNTAIN MAN,50,80930,False,0.52,0.529,2,-14.395,1,0.128,0.463,0.69,0.194,0.144,172.11,4,chill
LRN Slime,why am i crying,One Dance,54,72328,False,0.67,0.0781,7,-24.643,1,0.0995,0.892,0.712,0.11,0.365,164.121,4,chill
Milky Day,Take It Slow,Take It Slow,52,167961,False,0.544,0.586,10,-9.7,1,0.0577,0.574,0.0,0.173,0.474,78.022,4,chill
yaeow,both of us,both of us,41,153000,True,0.72,0.352,2,-12.092,1,0.0333,0.895,0.043,0.0875,0.727,80.011,4,chill
DESTIN CONRAD,COLORWAY,COLORWAY,60,90000,False,0.582,0.582,6,-5.706,1,0.0887,0.282,0.00863,0.317,0.658,76.864,4,chill
Elijah Who,Gentle Boy,crush on you,57,84023,False,0.578,0.172,1,-13.684,1,0.35,0.883,3.32e-06,0.401,0.424,138.717,4,chill
Mac Ayres,Drive Slow,Slow Down,63,234595,False,0.729,0.338,5,-12.816,1,0.116,0.892,0.000295,0.118,0.184,119.345,4,chill
Elijah Who,i'm tired of feeling this way / lychee juice,i'm tired of feeling this way,59,148034,False,0.798,0.117,0,-16.003,1,0.0723,0.992,0.821,0.114,0.192,137.83,4,chill
Raveena,Temptation,Temptation,60,248738,False,0.734,0.541,7,-8.86,1,0.131,0.454,0.000851,0.132,0.501,140.044,4,chill
Jessica Andrea,Love Like This,Love Like This,46,182426,False,0.65,0.514,9,-7.85,0,0.108,0.189,0.0,0.134,0.363,149.999,4,chill
Pink Sweat$,PINK PLANET,Heaven,54,169748,False,0.78,0.389,6,-8.877,0,0.0776,0.491,0.00242,0.0699,0.188,121.919,3,chill
Valera,WANT U BAD,WANT U BAD,43,133370,False,0.702,0.425,5,-12.442,1,0.09,0.266,0.243,0.135,0.376,135.001,4,chill
Chrome Sparks,Sparks,Marijuana,58,181149,False,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,4,chill
Brandon,Coming Clean,Baby,57,111710,False,0.641,0.242,10,-10.066,1,0.0757,0.879,0.0,0.394,0.409,75.99,1,chill
Carter Powers,i heard heaven is a nice place,i heard heaven is a nice place,39,134509,False,0.638,0.23,11,-13.836,1,0.056,0.777,0.0,0.105,0.412,116.095,4,chill
Faime,Night Sky,Night Sky,33,186206,False,0.689,0.309,8,-13.003,1,0.0304,0.739,1.23e-05,0.115,0.277,116.04,4,chill
Yoste,Chihiro (Remixes),Chihiro,51,212963,False,0.382,0.54,4,-8.768,1,0.0289,0.908,0.651,0.0915,0.0948,139.693,3,chill
Jeff Bernat,She Loves Me Not,Still,65,226926,False,0.485,0.315,4,-11.599,1,0.0946,0.581,0.000349,0.11,0.425,134.714,4,chill
Nohidea,osho,"sincerely, yours",55,139684,False,0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957,4,chill
Stract,Losing Interest (Slowed),Losing Interest - Slowed,40,231225,False,0.871,0.428,1,-14.031,0,0.127,0.39,0.0549,0.281,0.403,101.162,4,chill
ODESZA,In Return,Sun Models (feat. Madelyn Grant),64,160000,False,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,4,chill
Orion Sun,A Collection of Fleeting Moments and Daydreams,Mirage,65,57495,False,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,4,chill
Jenevieve,Division,Résumé,61,180357,False,0.82,0.447,0,-7.686,1,0.085,0.277,4.1e-05,0.0583,0.661,149.98,4,chill
Kid Travis,Spooky SZN 3,Spooky SZN 3,50,181333,False,0.867,0.533,0,-8.652,1,0.0494,0.0231,4.72e-05,0.109,0.817,134.981,4,chill
yaeow,Lost In Between,To Make It Right,44,118400,False,0.523,0.325,2,-14.126,1,0.0707,0.537,0.00444,0.0992,0.0794,149.488,4,chill
Tristam,Frame of Mind,Frame of Mind,58,274285,False,0.435,0.725,1,-6.969,1,0.0609,0.0424,3.89e-06,0.105,0.397,174.989,4,chill
Gavin Haley,Jet Lag,Jet Lag,51,150011,True,0.54,0.381,4,-5.356,0,0.0692,0.774,0.0,0.173,0.191,86.746,4,chill
Stapes,Flowering,Flowering,42,164594,False,0.454,0.243,6,-10.197,0,0.0359,0.283,0.883,0.111,0.239,82.923,4,chill
Pandrezz,1 Am. Study Session,Cuddlin,54,176959,False,0.737,0.311,8,-14.978,1,0.166,0.111,0.615,0.0368,0.159,74.032,4,chill
iithe1st,Antisocial,Antisocial,64,122553,True,0.895,0.72,2,-4.21,1,0.338,0.664,0.0,0.103,0.72,141.061,4,chill
Kochetkovv,I Think You Left Your Scarf,I Think You Left Your Scarf,52,130909,False,0.613,0.142,9,-21.628,0,0.0426,0.897,0.93,0.109,0.0355,76.995,4,chill
j'san,1 Am. Study Session,Snow & Sand,53,165000,False,0.847,0.441,5,-10.717,1,0.0865,0.571,0.892,0.0877,0.183,80.038,5,chill
fenekot,Payphone,Payphone,47,115695,True,0.574,0.411,4,-9.587,1,0.0685,0.925,0.000478,0.144,0.0764,93.934,4,chill
Sam Wills,Breathe,Breathe,60,91773,False,0.504,0.173,9,-18.548,0,0.0318,0.987,0.0755,0.355,0.116,142.113,4,chill
CORBAL,Love Is the Same as Sadness,You Know That I Don't Play,54,72676,False,0.476,0.563,7,-13.965,1,0.469,0.956,0.0173,0.123,0.376,79.463,4,chill
JUNNY,nostalgia,solo,54,183360,False,0.626,0.584,0,-6.913,1,0.102,0.782,0.0,0.208,0.408,102.045,4,chill
Idealism,rainy evening,nagashi,55,109948,False,0.726,0.357,10,-8.727,1,0.044,0.862,0.915,0.134,0.644,85.046,4,chill
Skinny Atlas,I Believed,I Believed,41,160000,False,0.962,0.265,11,-11.224,0,0.0796,0.525,0.00884,0.106,0.32,120.017,4,chill
remy,leading me on but i'm not mad about it,leading me on but i'm not mad about it,56,174030,False,0.826,0.595,1,-7.491,1,0.0409,0.334,0.00338,0.112,0.484,98.01,4,chill
Ethan Dufault,What If,So Bad,50,151327,False,0.806,0.515,9,-6.834,1,0.0455,0.0696,2.46e-06,0.0639,0.633,112.989,4,chill
joan,brokenhearted (together),brokenhearted (together),45,212093,False,0.614,0.622,10,-8.264,1,0.0312,0.0296,0.0,0.659,0.539,148.959,4,chill
Cody Lovaas,"Honestly,",Love No More,48,192944,False,0.51,0.338,6,-6.625,0,0.046,0.858,0.0,0.112,0.471,128.831,4,chill
Tenno,The Inner Light,Overgrown,55,137910,False,0.493,0.312,8,-15.138,0,0.0386,0.742,0.925,0.115,0.153,134.063,4,chill
Sleepy Fish,Chillhop Essentials Spring 2019,i wish it would never stop snowing,54,196500,False,0.803,0.165,4,-14.07,1,0.0492,0.0372,0.832,0.0927,0.419,126.952,4,chill
Tom Odell,True Colours,True Colours,64,143706,False,0.518,0.126,10,-12.102,1,0.0431,0.942,0.0,0.105,0.166,75.991,4,chill
Miró,Miró,Paso Al Aire,37,290306,False,0.498,0.653,7,-5.128,1,0.0308,0.0416,2.41e-05,0.0713,0.363,94.964,4,chill
DaniSogen,The Gate to Serenity,Voice of the Wind,56,168510,False,0.685,0.233,1,-17.854,0,0.0309,0.464,0.765,0.35,0.0407,93.968,4,chill
Miró,A Través del Reflejo,Guardián,37,258200,False,0.598,0.804,9,-5.864,1,0.0292,0.0583,0.000544,0.198,0.439,123.02,4,chill
DaniSogen,The Gate to Serenity,Strong Minded,57,202500,False,0.663,0.281,8,-17.336,0,0.0285,0.813,0.951,0.0886,0.11,96.01,4,chill
JON VINYL,Addicted,Addicted,57,138839,False,0.605,0.386,5,-7.9,0,0.134,0.586,6.95e-06,0.109,0.449,171.052,3,chill
Johnny Stimson,Casual,Casual,60,200037,False,0.53,0.45,7,-10.006,1,0.168,0.393,0.0,0.207,0.412,67.467,4,chill
Alextbh,no space,no space,53,177586,False,0.883,0.451,11,-5.214,0,0.0902,0.0707,0.0,0.517,0.772,109.995,4,chill
RINI,Selfish (feat. BEAM),Selfish (feat. BEAM),53,211307,True,0.569,0.499,4,-7.872,0,0.288,0.756,4.3e-06,0.104,0.281,138.678,4,chill
caleblrt,solo,solo,46,115867,False,0.493,0.551,0,-8.73,1,0.04,0.281,7.25e-05,0.121,0.55,86.05,4,chill
De Lorra,A Collection of Past Works,E N D L E S S,51,249079,False,0.779,0.92,8,-12.043,1,0.163,0.274,0.927,0.212,0.544,107.993,4,chill
Finding Hope,Okay,Okay,45,174206,False,0.648,0.068,9,-17.357,0,0.0454,0.953,0.0121,0.109,0.578,72.57,4,chill
ODESZA,Summer's Gone,How Did I Get Here,60,131250,False,0.707,0.579,0,-6.198,0,0.0293,0.384,0.72,0.408,0.357,96.062,4,chill
Nohidea,Smile,Smile,58,144040,True,0.531,0.487,2,-10.321,0,0.22,0.911,0.00201,0.222,0.749,75.487,4,chill
sagun,I'm Drunk And Confused,I'm Drunk And Confused,54,156000,False,0.706,0.21,1,-21.867,0,0.0604,0.737,0.817,0.0938,0.246,139.888,4,chill
53 Thieves,waves,waves,53,183579,False,0.588,0.427,7,-11.255,0,0.0417,0.594,0.252,0.111,0.229,78.926,4,chill
Keepitinside,caffeine and dopamine,caffeine and dopamine,48,150857,True,0.716,0.674,1,-7.801,1,0.132,0.0122,1.28e-05,0.0948,0.31,140.019,4,chill
eery,Her,Her,58,123219,False,0.665,0.394,11,-11.567,0,0.103,0.813,0.0414,0.185,0.499,82.067,4,chill
iyla,Sad Bitch Bad Bitch,Sad Bitch Bad Bitch,55,174005,True,0.722,0.476,1,-4.974,0,0.0342,0.39,0.0,0.102,0.291,129.96,4,chill
Home,Hold,Hold,53,206608,False,0.512,0.643,5,-14.806,0,0.0495,0.154,0.823,0.0909,0.0521,194.002,4,chill
Verzache,D97,Waiting for You,55,230000,False,0.524,0.274,6,-13.931,1,0.295,0.502,0.257,0.0924,0.342,167.998,4,chill
Weston Estate,Cotton Candy,Cotton Candy,54,154074,False,0.606,0.275,10,-10.004,1,0.0288,0.39,0.0,0.135,0.19,81.041,4,chill
MitiS,Homesick (feat. SOUNDR),Homesick (feat. SOUNDR),44,328275,False,0.374,0.659,2,-5.427,1,0.0438,0.246,0.00104,0.0991,0.151,173.892,4,chill
Imfinenow,You're Everything I Need,You're Everything I Need,42,198000,False,0.569,0.555,5,-10.23,1,0.0473,0.93,0.745,0.0929,0.527,80.0,4,chill
creamy,Would You Be My Baby,Would You Be My Baby,54,100623,False,0.802,0.294,1,-14.638,1,0.0836,0.747,0.00612,0.158,0.58,120.725,4,chill
Beowülf,Lose A Friend,Lose A Friend,48,202605,False,0.756,0.392,6,-10.191,0,0.0446,0.262,1.83e-06,0.126,0.0658,125.022,4,chill
Kid Travis,All I Need,All I Need,52,189538,False,0.747,0.514,6,-6.461,0,0.0291,0.0435,5.93e-05,0.0938,0.392,97.495,4,chill
Free Flow Flava,MADARA,MADARA,46,173471,False,0.738,0.843,10,-4.23,0,0.0292,0.00829,0.869,0.181,0.444,110.005,4,chill
Cloud 11,Love Is Real,This Is for My Girl,51,177864,False,0.727,0.0501,0,-22.997,1,0.0543,0.676,0.629,0.0878,0.218,109.988,4,chill
Gentle Bones,Smile For Me,Smile For Me,51,166415,False,0.665,0.645,7,-6.056,1,0.0673,0.144,0.0,0.165,0.254,106.016,4,chill
Shiloh Dynasty,Our Remedy,Bad Idea!,57,162508,False,0.709,0.322,9,-17.514,0,0.0474,0.467,0.123,0.106,0.733,129.966,4,chill
Tristam,Flight,Flight,57,219428,False,0.433,0.758,2,-5.736,1,0.662,0.0409,2.64e-05,0.102,0.22,87.402,4,chill
yaeow,I Need U (Remix),I Need U (Remix),43,141176,False,0.661,0.409,1,-12.402,0,0.204,0.59,0.000929,0.268,0.128,85.081,4,chill
thuy,girls like me don't cry,u should feel special,53,157199,True,0.786,0.381,5,-11.215,0,0.031,0.332,4.58e-05,0.115,0.425,109.994,4,chill
Jeff Bernat,This Time,This Time,59,185991,False,0.685,0.43,4,-9.586,1,0.0324,0.723,3.04e-06,0.135,0.482,107.042,4,chill
[bsd.u],A Sad Kind of Bliss,Bebop,56,100562,False,0.726,0.364,4,-12.019,0,0.105,0.0386,0.784,0.371,0.834,76.977,4,chill
Dept,Autumn breeze,Autumn breeze (Feat. Milky Day),54,174683,False,0.65,0.628,2,-6.879,1,0.0645,0.534,0.0,0.28,0.554,79.069,4,chill
A1 x J1,Baby (feat. Deno),Baby (feat. Deno),58,183428,True,0.683,0.572,2,-8.808,1,0.09,0.0797,0.0,0.357,0.616,140.185,4,chill
KAYDEN,CHERRY,CHERRY,47,167191,False,0.778,0.555,10,-7.097,1,0.0628,0.232,5.4e-06,0.0815,0.898,88.976,4,chill
Dylan Rockoff,firstavenue_bedroom,firstavenue_bedroom,43,201093,False,0.701,0.388,9,-11.006,1,0.0825,0.393,1.29e-05,0.123,0.295,106.948,4,chill
Yusei,am I not enough for you,am I not enough for you,41,232017,False,0.613,0.306,0,-11.65,0,0.154,0.943,0.902,0.176,0.284,122.915,4,chill
KAYDEN,DOESNT COUNT,DOESNT COUNT,42,167024,False,0.718,0.598,0,-7.791,1,0.0373,0.24,0.0,0.224,0.648,88.039,4,chill
Mishaal,Life's a Ride,Friends (feat. Powfu),44,155320,False,0.711,0.589,8,-5.866,1,0.0431,0.103,0.0,0.161,0.241,87.965,4,chill
Presence,We Did Not Make Sense,We Did Not Make Sense,55,188541,False,0.552,0.418,2,-4.587,1,0.0345,0.0544,0.45,0.0923,0.298,71.997,4,chill
Sarah Kang,end credits,end credits,56,248500,False,0.383,0.271,0,-12.538,1,0.0832,0.919,0.0,0.368,0.341,69.234,3,chill
Luke Chiang,Paragraphs,Paragraphs,60,233544,False,0.51,0.361,2,-9.913,1,0.0576,0.827,8.01e-06,0.28,0.208,73.354,4,chill
JUNNY,Color Me (Feat. CHUNG HA),Color Me (Feat. CHUNG HA),52,216225,False,0.648,0.751,2,-4.974,1,0.0531,0.0391,0.0,0.0332,0.493,100.032,4,chill
Glimlip,1 Am. Study Session,I'm Sorry,50,136538,False,0.698,0.239,4,-11.138,1,0.103,0.928,0.934,0.146,0.254,156.131,4,chill
IWL,I Know You so Well,I Know You so Well,49,93134,True,0.717,0.289,2,-9.113,1,0.0452,0.297,0.286,0.0945,0.171,67.037,4,chill
Alex1,Late Night Trips,Late Night Trips,63,97436,True,0.824,0.459,0,-12.061,0,0.42,0.24,1.06e-06,0.139,0.4,137.999,4,chill
LARINHX,EU GOSTO DE GAROTAS,SEQUÊNCIA DE TOMA,35,118153,False,0.929,0.532,1,-7.227,1,0.226,0.0581,1.39e-05,0.0648,0.31,130.041,4,chill
Ritviz,Dev,Liggi,68,181176,False,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,edm
Cartoon,On & On,On & On,73,207068,False,0.451,0.692,11,-4.741,1,0.0398,0.287,0.0,0.115,0.423,174.122,4,edm
Ritviz,Ved,Udd Gaye,67,180413,False,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,4,edm
Zaeden,tere bina,tere bina,68,157245,False,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,4,edm
Ritviz,Baaraat,Baaraat,66,222096,False,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,4,edm
Raaban,Bad Boy (feat. Luana Kiara),Bad Boy (feat. Luana Kiara),69,190673,False,0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,4,edm
Zaeden,Genesis 1:1,socha na tha,65,144250,False,0.489,0.752,2,-5.422,1,0.0372,0.665,0.000669,0.55,0.179,192.133,4,edm
Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,edm
Ritviz,Ved,Sage,63,230204,False,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,edm
Zaeden,Genesis 1:1,dooriyan,63,161624,False,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,4,edm
Zaeden,Genesis 1:1,kya karoon?,62,200275,False,0.723,0.56,5,-8.324,0,0.035,0.645,7.42e-06,0.228,0.619,145.022,4,edm
Maikkis,Kosandra,Kosandra - Remix,61,178561,False,0.707,0.921,7,-3.323,1,0.0738,0.135,0.0,0.0371,0.547,99.994,4,edm
Zaeden,Genesis 1:1,Genesis (Intro),62,72000,False,0.345,0.68,2,-10.64,1,0.0288,0.573,0.984,0.192,0.151,100.001,4,edm
Ritviz,Baaraat,Roz,59,219240,False,0.833,0.639,5,-6.964,1,0.0676,0.152,0.0,0.101,0.448,102.989,4,edm
Zaeden,Genesis 1:1,KTMBK,60,154434,False,0.898,0.435,6,-8.834,1,0.0489,0.555,0.0,0.139,0.836,115.034,4,edm
Rompasso,Angetenar,Angetenar,59,190909,True,0.708,0.879,7,-4.437,1,0.342,0.0066,0.0,0.116,0.202,109.939,4,edm
Jecin George,Chellakuttiye (Avastha Love Song),Chellakuttiye (Avastha Love Song),57,225585,False,0.436,0.544,3,-7.268,0,0.0451,0.543,0.00489,0.17,0.313,169.955,4,edm
KSHMR,Bombay Dreams (feat. Kavita Seth),Bombay Dreams (feat. Kavita Seth),57,198461,False,0.629,0.821,5,-4.743,0,0.0466,0.0194,0.0176,0.0815,0.458,103.998,4,edm
Ritviz,Ved,Jeet,58,184848,False,0.787,0.734,0,-6.465,1,0.0703,0.364,0.000995,0.0625,0.644,98.989,4,edm
